,time,FB,AMZN,NFLX,GOOGL,TWTR,SNAP,QRHC,RNEM,AEIS,CRZO,JMU,PXLW,HTBK,POOL,HCCI,TYHT,ENTG,LCNB,STRM,CARB,HMTV,BOLD,LULU,LGCY,MERC,VNOM,FISI,DWIN,ZYNE,ALT,OLLI,CEVA,FGBI,OSPR,MDIV,FNCB,WERN,GOOG,FLWS,XENT,TANH,GIII,BFIT,SOHU,HLG,SRET,ITCI,WSFS,ZBRA,KBWD
0,2018-07-02,0.02063401768630091,0.01847031556427159,0.03302633285769874,0.023992468731788286,0.04458894565722238,0.00766283524904221,0.01789638932496085,0.0008696113694541818,0.02527012896479608,0.0039927404718693715,-0.09348837209302319,0.025423728813559254,0.009433962264151052,0.015989915074309913,0.01243781094527363,0.10000000000000009,0.014727801307498067,0.0151898734177216,0.014084507042253502,0.05294117647058805,0.01538461538461533,0.033657638706284576,0.003920313625090044,-0.022058823529411686,0.00287356321839094,-0.0018570102135562205,0.013698630136986134,0.003155599603567927,0.0,-0.06818181818181823,-0.018749999999999933,0.006644518272425293,0.01304681504221028,0.003960396039603964,-0.002185894134791311,-0.01372019793072421,0.008032128514056103,0.025896269335759836,0.028000000000000025,-0.043301759133964834,0.02508960573476693,-0.013942857142857146,,0.015459490409390098,-0.004885225885225997,-0.0032701588079144805,0.015428571428571347,0.01881467544684856,0.04503488617943496,0.009587858010267514
1,2018-07-03,-0.009354921613981104,-0.017401795865333303,-0.022453628376179702,-0.02883193262689021,-0.03240740740740733,0.0,0.020618556701030855,0.000580239399472493,-0.025071997289513925,-0.024253075571177396,-0.07664041994750659,-0.041095890410958846,-0.006988934187536433,0.005796908315564897,-0.002457002457002533,0.01099386774211375,-0.015896229966811726,-0.007444168734491274,-0.013986013986013957,0.004172461752433909,0.003816793893129722,0.012677484787018356,-0.007056771328893152,-0.08124076809453473,-0.02011494252873547,-0.0009113001215067529,-0.010479041916167664,0.0013341151746746327,-0.006204756980351611,0.03525322740814296,0.021830985915492818,-0.011551155115511635,0.014393939393939403,-0.0009852216748768017,0.00027369815472688686,0.0,-0.009234828496042291,-0.028992269901920942,0.0038910505836575737,-0.0070224719101124045,0.007017543859649145,-0.0016140189070786848,0.0,0.004769921436588165,0.009177725412377713,0.00802314266233295,0.007282913165266081,-0.0055299539170506895,-0.0036275695284161413,0.0038730672528919374
2,2018-07-05,0.019051042415528352,-0.003313044600030568,0.011654892086166546,0.014840832295927475,0.0224642614023145,0.006092916984006047,-0.020304568527918843,0.0024311790104838416,0.013963660834455105,0.00396968603392267,-0.005681818181818232,0.031161473087818692,-0.0005834305717620225,0.009931801628815462,0.004938271604938427,0.016304347826086918,0.018868253806663793,0.01754385964912286,-0.007092198581560294,0.00548696844993124,-0.0038022813688213253,-0.017176997759522195,-0.010253556950957865,-0.014469453376205754,0.020408163265306145,-0.028834720570749095,0.003016591251885359,0.0012161691843846079,0.19401041666666674,-0.0032302722658053007,-0.000685871056241627,0.03166666666666673,0.004868913857677848,-0.005905511811023723,0.004356786364406728,0.0011148272017837968,-0.003973509933774766,0.012372470802229474,-0.0038461538461539435,0.01963534361851349,0.0035087719298245723,-0.0057616962433740815,0.0,-0.035425383542538436,-0.019188191881918892,-0.0012953873794118165,0.04127682993946058,0.0037105751391466324,-0.011403040810882947,-0.001495018752174837
3,2018-07-06,0.02408667170571932,0.008626179245283083,0.027173229337023486,0.011657339043765313,0.03874415497661987,0.02733485193621865,0.0,0.005652887291397013,0.014766882362700962,0.030501089324618702,0.028823529411764692,-0.011019283746556474,-0.0005837711617044938,0.015179272441769198,-0.00982800982801002,-0.0267379679144385,-0.0042857879035999025,0.004950495049504955,0.020839200225288623,0.006821282401091366,0.0,-0.006295643414756968,0.030545979315321103,-0.014376996805111841,-0.005730659025787843,-0.0003095017022595181,0.0030030030030030463,0.0015475712486989757,0.04180064308681675,-0.03651162790697671,0.021320495185694677,0.019354838709677358,0.011111111111111072,0.004950495049504955,0.004882164045066251,-0.026666666666666727,0.009320905459387463,0.014765303761192117,-0.007722007722007707,0.00411522633744843,-0.0035211267605632646,0.002552796472499397,0.001116857132270832,0.02753623188405796,0.010391736994583844,0.001283064840135184,0.06726221755123474,0.0064814814814815325,0.0033161884136438946,0.0004079494314475074
4,2018-07-09,-0.000927145854682121,0.008683042835184507,0.007260488039427804,0.006275862068965576,-0.05562687205819428,-0.0007320644216690653,-0.010000000000000009,0.012751544132297177,0.00016361256544517033,0.03683113273106309,-0.03170522707797763,-0.013850415512465353,0.01162115049389878,0.003853564547206423,0.007425742574257432,-0.08556149732620333,0.009943351646787502,-0.012285012285012331,0.0,0.002702702702702675,0.0038461538461538325,-0.0020196919969703853,-0.026692307692307682,-0.01757188498402551,0.00287356321839094,0.02253086419753103,-0.0029850746268657025,-0.0011632973839426075,0.01098901098901095,0.06449391783337166,-0.05208333333333337,-0.0047244094488188,-0.018096272167933414,-0.008849557522123908,-0.0032373828543016403,0.0,0.019920318725099584,0.004849888548342118,0.007722007722007929,-0.034199726402188824,-0.06537102473498235,0.004629629629629539,-0.00015822784810126667,-0.012605042016806789,0.014169278996865042,-0.004825145012724907,0.015270935960591148,0.0036596523330283404,0.0004009087264467137,0.00597067458750411
5,2018-07-10,-0.004694376528117439,0.0026114015863976103,-0.003858690441951862,-0.0024359182557115444,-0.010180995475113197,-0.030589949016751605,-0.03960396039603964,-0.009378560442760309,0.0031122031122032823,-0.0019986675549633626,0.05935483870967739,0.0196629213483146,-0.022336769759450203,-0.00031877590054185667,-0.012285012285012331,-0.05494505494505497,-0.0084035028629168,-0.02493765586034913,-0.007042253521126751,-0.010738255033556965,0.0,-0.012911392405063227,0.004178163184864081,-0.014399999999999968,-0.008620689655172376,0.024776119402984964,-0.007462686567164201,0.002329019900051188,0.018793273986152492,0.005652173913043512,0.029431895961670174,0.006329113924050667,-0.025978777899743788,0.0009861932938854956,0.002711529161164794,0.0,-0.01037613488975353,-0.003578281387750959,-0.011450381679389388,0.0,-0.4312977099236641,0.02551724137931033,-0.0036861506055817506,-0.02726498153933543,0.00610591900311519,-0.0019375575111134635,-0.020398251578436,-0.017304189435336848,0.0024749163879598246,-0.0021179488709245353
6,2018-07-11,0.0015824349718127628,0.009787167935373597,0.017771186852725274,0.013706927882868092,0.029087497067792567,0.022900763358778775,-0.03141361256544495,0.0,-0.02425742574257428,-0.021312584573748294,-0.01522388059701496,-0.027700831024930817,-0.006455399061032874,-0.001913265306122569,-0.017456359102244412,-0.08720930232558133,-0.034237391828881636,-0.005050505050505083,0.02127659574468077,0.008207934336525335,-0.007722007722007707,-0.009514013885317474,-0.004200015849116445,-0.0033057851239668423,-0.017492711370262204,-0.031037540644398343,-0.0015105740181270422,-0.003875682139532266,0.028543307086614123,-0.055339386078685715,-0.008597883597883493,-0.0015822784810126667,0.013047967708626595,0.005940594059405946,-0.0010813513087610804,0.0,0.01899592944369055,0.008133916948427133,-0.003875968992248069,0.008450704225352101,-0.24698795180722888,-0.010146561443066582,-0.005350690754516441,-0.005588235294117561,0.008140262993112213,-0.0006431912681912344,0.005252626313156705,0.0,-0.016429721030043032,0.00042795944656282003
7,2018-07-12,0.017155778400432586,0.018197686609880304,-0.003987182627802177,0.022470762473826733,0.010267857142857162,0.016381236038719438,0.010869565217391353,0.0,0.007749326145552571,-0.011671815997253643,0.014545454545454639,0.0,-0.018235294117647016,-0.006423301958789263,0.002525252525252597,-0.06289308176100639,0.014535137748830529,-0.007692307692307665,-0.01388888888888895,0.010752688172043001,0.0,-0.018732358224274992,-0.005930260140744825,0.0016583747927030323,0.00591715976331364,-0.029837251356238714,-0.009049773755656076,0.003502284693530422,-0.03619047619047622,-0.054166666666666585,-0.011944260119442496,0.0015748031496063408,-0.004441154700222105,-0.0019646365422396617,0.0007770514429792375,-0.00914285714285712,0.0,0.02033813551285024,0.0,-0.026388888888889017,0.01526717557251911,-0.00838812060757188,0.0,0.031103286384976503,0.012356465302046926,-0.00450660752960097,0.012321340561853189,-0.020332717190388205,0.009598485872651219,-0.007219028487166934
8,2018-07-13,-0.002357923102834336,0.005044541639642297,-0.032723184828563734,0.0013468573328900835,-0.01744699646643111,-0.01764705882352946,-0.040609137055837574,0.0,-0.009546139675096321,-0.006978367062107416,-0.06259449652252791,-0.011331444759206666,-0.0011940298507462366,0.011638316920322245,0.007594936708860578,-0.013605442176870763,0.0014285959678665971,0.007751937984496138,-0.00694444444444442,0.018543046357615944,0.015810276679841806,0.0028962611901002244,-0.0038907416229950753,0.021523178807947074,0.017595307917888547,-0.017652524001238734,-0.0022900763358779663,-0.001013526683039001,0.004826254826254983,0.10804347826086969,0.0033534540576793948,-0.00784929356357933,0.00023062215906977102,0.0019704433497536034,0.0021638666884140623,-0.01511215523278131,-0.01458885941644572,0.003223628691983116,0.01158301158301156,-0.03576537911301858,0.045112781954887105,0.021993127147766245,0.0,-0.03489361702127647,0.0045538461538461306,0.0006461086637297164,-0.004383828543594759,-0.006603773584905714,0.000669657804861723,-0.002139695879040393
9,2018-07-16,-0.0013012048192772019,0.00029638574055268485,0.0037595869467141885,-0.006064079879715245,-0.0009029345372459918,-0.013584905660377289,-0.030927835051546393,-0.003763866877971478,-0.0015241320914478607,-0.01742532005689912,0.0,0.025862068965517127,0.006575014943215773,-0.0061175580221998205,-0.015113350125944613,-0.053333333333333344,0.005689997747946984,-0.0035840079095346145,0.010309278350515427,-0.0025974025974025983,-0.0077821011673151474,-0.006849315068493067,0.01588568691626091,-0.020000000000000018,-0.002865329512893977,-0.028200253485424542,0.009188361408882129,0.00019612688625025854,-0.07677543186180424,-0.14937371471303051,-0.03008021390374327,0.0174603174603174,0.01457399103139001,-0.000983284169124854,-0.004335385415763393,-0.026345933562428425,-0.04016064257028107,-0.004649442151018812,-0.022900763358778553,-0.013432835820895606,-0.03571428571428559,0.0275970383666142,0.0010621348911312722,-0.006766696087084578,0.013382899628252787,-0.007739304890954979,-0.003906250000000111,0.022727272727272707,-0.012046571101689163,0.0017164198414683085
